source_id,filename,path,sha256,chars,chunks
civil-engineering-pack/kds/KDS_41_80_20.md,KDS_41_80_20.md,kds/KDS_41_80_20.md,7f7f0835315abb01ac1b2c101a8a40da667d7c4e127b5de1f3203ab4e8023549,13440,5
civil-engineering-pack/raw/directives/감리업무지침.txt,감리업무지침.txt,raw/directives/감리업무지침.txt,7a2cfdaf0778dd141dd984bd898096a6503fcca75083155ce7c17b924cffb5f7,95100,34
civil-engineering-pack/raw/directives/건설기술인등급인정기준.txt,건설기술인등급인정기준.txt,raw/directives/건설기술인등급인정기준.txt,d655d97987c260a416a1e3e8bd46d84cc61a49fe30963c16685b74fea311385c,127602,45
civil-engineering-pack/raw/directives/건설사업관리업무지침.txt,건설사업관리업무지침.txt,raw/directives/건설사업관리업무지침.txt,5443c3fdee624040405f0e5dc51c2cdbe6fdfc11fc022ac5900b3e7b77d3f6df,157561,62
civil-engineering-pack/raw/directives/안전작업허가지침.txt,안전작업허가지침.txt,raw/directives/안전작업허가지침.txt,c5f44e9c851010b368ad830b0d39a72ea13cb83ee8a39faf7bb749f952ced4d2,24589,9
civil-engineering-pack/raw/directives/주택건설공사감리업무세부기준.txt,주택건설공사감리업무세부기준.txt,raw/directives/주택건설공사감리업무세부기준.txt,88df4ffad56dec1d620c6732fb6944978133e66d315d9f7252c3812378d5d8ae,33742,15
civil-engineering-pack/raw/forms/검측요청서_양식.txt,검측요청서_양식.txt,raw/forms/검측요청서_양식.txt,4cf42e2d1a4ec4601db43c0e5cf8d08fd771fe1d5022adb3c4eb4b675c3a87e6,1966,1
civil-engineering-pack/raw/forms/검측체크리스트_거푸집.txt,검측체크리스트_거푸집.txt,raw/forms/검측체크리스트_거푸집.txt,1294ba43c224325bd7197eac6b53a9b87280ad52a43978464e6d3871b3ac1182,2126,1
civil-engineering-pack/raw/forms/검측체크리스트_배수공.txt,검측체크리스트_배수공.txt,raw/forms/검측체크리스트_배수공.txt,10b30db35f69e6ca8dc229f596a32b4ad8079203100c5ada78d708f78276c34a,1775,1
civil-engineering-pack/raw/forms/검측체크리스트_철근.txt,검측체크리스트_철근.txt,raw/forms/검측체크리스트_철근.txt,b89e3d6ea5b7c7aa2832f294fab68cd308d5795cfd925cc0b6f3f8c538f9f16b,2157,1
civil-engineering-pack/raw/forms/검측체크리스트_콘크리트타설.txt,검측체크리스트_콘크리트타설.txt,raw/forms/검측체크리스트_콘크리트타설.txt,926df4eddceb94f8e5542f756acfbd8a4420bdca916a3226513ee98e8106da24,2795,1
civil-engineering-pack/raw/forms/검측체크리스트_토공.txt,검측체크리스트_토공.txt,raw/forms/검측체크리스트_토공.txt,bbdaff69767368cf9e1200679f1f6e92e912677400fc520da5a6b973e812e3c1,1949,1
civil-engineering-pack/raw/forms/검측체크리스트_항타.txt,검측체크리스트_항타.txt,raw/forms/검측체크리스트_항타.txt,7ae9844b76b6275fba968caad9bd2ad1237c2561b6ab7d6388ba1843d4214e05,2715,1
civil-engineering-pack/raw/forms/시공일지_양식.txt,시공일지_양식.txt,raw/forms/시공일지_양식.txt,e8a6c11152b970b492f613e8764bb4af84c675e675cfbcd0e5edf5187a8f27a2,1770,1
civil-engineering-pack/raw/forms/안전점검보고서_양식.txt,안전점검보고서_양식.txt,raw/forms/안전점검보고서_양식.txt,793cde1593d5fae2ef2d507f56ce635eb37a67c2347e860be22807146f240acc,2566,1
civil-engineering-pack/raw/forms/자재검수일보_양식.txt,자재검수일보_양식.txt,raw/forms/자재검수일보_양식.txt,75305f9265957cce17417e2bea604e85b5828100ab5cbed3d42e098fb588172b,3150,2
civil-engineering-pack/raw/forms/작업허가서_양식.txt,작업허가서_양식.txt,raw/forms/작업허가서_양식.txt,40114ec44eb343cbdf26899de7488f09195cbc21b77138995b04a32cd410e421,3753,2
civil-engineering-pack/raw/kcs/KCS_11_30_연약지반.txt,KCS_11_30_연약지반.txt,raw/kcs/KCS_11_30_연약지반.txt,a07116dc72e61ded9b23f151e59d35de71f662d4b5bb1453145d50347339f8cb,2278,1
civil-engineering-pack/raw/kcs/KCS_14_20_콘크리트공사.txt,KCS_14_20_콘크리트공사.txt,raw/kcs/KCS_14_20_콘크리트공사.txt,098e5f92e96b6ff8e2d8dc37cbabc03b042eb1f11a3c93fa84aa5751661567f0,3105,2
civil-engineering-pack/raw/kcs/KCS_14_31_강구조공사.txt,KCS_14_31_강구조공사.txt,raw/kcs/KCS_14_31_강구조공사.txt,ddcecb170dc3ffb578085fdbfa100659e588ce8b7c120fed771312c56fe95c17,3200,2
civil-engineering-pack/raw/kcs/KCS_21_50_거푸집동바리.txt,KCS_21_50_거푸집동바리.txt,raw/kcs/KCS_21_50_거푸집동바리.txt,a768bb5bdcc2190ffc6b5ed97c67ad6db36d20d645f8279b5cfd5af5dd824e53,2332,1
civil-engineering-pack/raw/kcs/KCS_21_60_비계가시설.txt,KCS_21_60_비계가시설.txt,raw/kcs/KCS_21_60_비계가시설.txt,9cd5a14da645ac9223e02ee919072e7df77fd99ed433ff329a7290c045fbe873,2451,1
civil-engineering-pack/raw/ks/KS_B_0801_인장시험편.txt,KS_B_0801_인장시험편.txt,raw/ks/KS_B_0801_인장시험편.txt,6f8532df2af346f691da25da0cf2030ceac1d0f20b94afcacc64de109e71c9fe,1093,1
civil-engineering-pack/raw/ks/KS_B_0802_인장시험방법.txt,KS_B_0802_인장시험방법.txt,raw/ks/KS_B_0802_인장시험방법.txt,ab532df6720d55d3f864d7ce16467cfd0b265f4760740c67761f9978a0bcafe9,1229,1
civil-engineering-pack/raw/ks/KS_B_0896_강용접부UT.txt,KS_B_0896_강용접부UT.txt,raw/ks/KS_B_0896_강용접부UT.txt,acbb48a7b7e9c7a0887dd125acca1a109479bf6d1ecea192826511dadcf842a7,1406,1
civil-engineering-pack/raw/ks/KS_D_3503_일반구조용강재.txt,KS_D_3503_일반구조용강재.txt,raw/ks/KS_D_3503_일반구조용강재.txt,3274051f5581d92ba424df318f77de3e124c3db6e0ff867df094421dd85bf4a2,1208,1
civil-engineering-pack/raw/ks/KS_D_3504_철근봉강.txt,KS_D_3504_철근봉강.txt,raw/ks/KS_D_3504_철근봉강.txt,421d6ee00d1f3752b5d17d1541d6a01c0ccc84e6a06888e92cb6ba4b43d3928e,1745,1
civil-engineering-pack/raw/ks/KS_F_2402_슬럼프시험.txt,KS_F_2402_슬럼프시험.txt,raw/ks/KS_F_2402_슬럼프시험.txt,e9efb06c038bc1b2905d491ebb2ee2a65255ddb3c557172ca7af02cf0ddbb13b,886,1
civil-engineering-pack/raw/ks/KS_F_2403_공시체제작.txt,KS_F_2403_공시체제작.txt,raw/ks/KS_F_2403_공시체제작.txt,b5f5aef737b7280c74d8e461f3aff89ff9ac6db863b2d34f1dd9a9c6afb07072,810,1
civil-engineering-pack/raw/ks/KS_F_2405_공시체압축강도시험.txt,KS_F_2405_공시체압축강도시험.txt,raw/ks/KS_F_2405_공시체압축강도시험.txt,3c2953c7e04d5ef87c7eeeab36affce8b2e0019802a4130afa16b6b3abf99264,886,1
civil-engineering-pack/raw/ks/KS_F_2526_콘크리트골재.txt,KS_F_2526_콘크리트골재.txt,raw/ks/KS_F_2526_콘크리트골재.txt,c6c378a9abd40e196f7f3e7106566ee5cb19f338551ea1e8700c28a95104f7a1,1044,1
civil-engineering-pack/raw/ks/KS_F_4009_레디믹스트콘크리트.txt,KS_F_4009_레디믹스트콘크리트.txt,raw/ks/KS_F_4009_레디믹스트콘크리트.txt,30cfcd998e6b548a282014dd33c9c41d02f6ef377dd54baddb1cd043bcf44e4c,1044,1
civil-engineering-pack/raw/laws/건설기술진흥법.txt,건설기술진흥법.txt,raw/laws/건설기술진흥법.txt,5968a8ed0d85f2cfa25ffd774a867b23552e3495cb5feb4aa8c902d3408c3cff,60579,23
